Auction ID,Bank/Organisation Name,City/District/Location,Auction Date,Reserve Price,Source
75535,Bangalore City Co operative Bank,"Uttarahalli Hobli, Bangalore Urba, Karnataka",09/09/2025,"₹38,36,000",Albion
75539,Bangalore City Co operative Bank,"Ramachandrapura, Bangalore Urba, Karnataka",09/09/2025,"₹1,03,00,000",Albion
75541,Au small finance bank,"Surat, Gujarat",09/09/2025,"₹4,70,000",Albion
75548,Au small finance bank,"Surat, Gujarat",09/09/2025,"₹12,50,000",Albion
75553,Au small finance bank,"Surat, Gujarat",09/09/2025,"₹11,35,000",Albion
75557,Au small finance bank,"Surat, Gujarat",09/09/2025,"₹11,60,000",Albion
75296,City Union Bank,"Madurai, Tamil Nadu",09/09/2025,"₹23,00,000",Albion
75133,Indian Bank,"Tiruvallur, Tamil Nadu",09/09/2025,"₹3,09,000",Albion
75130,Indian Bank,"Tiruvallur, Tamil Nadu",09/09/2025,"₹3,21,000",Albion
74917,State Bank of India,"Kanchipuram, Tamil Nadu",09/09/2025,"₹36,00,000",Albion
22022,South Indian Bank,"Tiruvallur, Tamil Nadu",09/09/2025,"₹18,00,000",Albion
31568,South Indian Bank,"Theni, Tamil Nadu",09/09/2025,"₹1,71,17,000",Albion
73283,Indian Bank,"Gariahat, Kolkata, West Bengal",09/09/2025,"₹48,00,000",Albion
73688,Au small finance bank,"Anand, Gujarat",09/09/2025,"₹5,70,000",Albion
73686,Au small finance bank,"Gandhinagar, Gujarat",09/09/2025,"₹7,10,000",Albion
73487,Indian Bank,"Dakshin Dinajpur, West Bengal",09/09/2025,"₹5,51,000",Albion
74685,Indian Bank,"Bharuch, Gujarat",09/09/2025,"₹50,00,000",Albion
74682,Indian Bank,"Bharuch, Gujarat",09/09/2025,"₹4,70,00,000",Albion
72867,Indian Bank,"Bokaro, Jharkhand",09/09/2025,"₹27,00,000",Albion
74385,Bank Of Baroda,"Beguru Hobli, Bangalore Urba, Karnataka",08/09/2025,"₹71,46,900",Albion
74655,Repco Home Finance,"Ahmedabad, Gujarat",08/09/2025,"₹11,88,000",Albion
73542,Bank Of Baroda,"Kota, Rajasthan",08/09/2025,"₹7,27,000",Albion
73503,Bank Of Baroda,"Kota, Rajasthan",08/09/2025,"₹17,99,000",Albion
75113,Repco Home Finance,"Tirunelveli, Tamil Nadu",08/09/2025,"₹24,88,000",Albion
75659,Bank Of Baroda,"North 24 Parganas, West Bengal",08/09/2025,"₹30,30,000",Albion
75807,Canara Bank,"Virudhunagar, Tamil Nadu",08/09/2025,"₹76,15,000",Albion
75804,State Bank of India,"Kamrup Metropolita, Assam",08/09/2025,"₹48,98,700",Albion
75772,Aditya Birla Housing Finance,"Kanchipuram, Tamil Nadu",08/09/2025,"₹1,98,92,565",Albion
75626,Debts Recovery Tribunal,"Surat, Gujarat",08/09/2025,"₹13,30,000",Albion
75559,Repco Home Finance,"Surat, Gujarat",08/09/2025,"₹23,19,000",Albion
75565,Repco Home Finance,"Surat, Gujarat",08/09/2025,"₹13,81,000",Albion
75591,Repco Home Finance,"Surat, Gujarat",08/09/2025,"₹14,21,000",Albion
75588,Repco Home Finance,"Surat, Gujarat",08/09/2025,"₹14,54,000",Albion
75570,Repco Home Finance,"Surat, Gujarat",08/09/2025,"₹14,37,000",Albion
75388,UCO Bank,"Tiruchirappalli, Tamil Nadu",07/09/2025,"₹40,20,000",Albion
75387,UCO Bank,"Tiruchirappalli, Tamil Nadu",07/09/2025,"₹57,60,000",Albion
75377,UCO Bank,"Kanyakumari, Tamil Nadu",07/09/2025,"₹35,60,000",Albion
75366,UCO Bank,"Kanyakumari, Tamil Nadu",07/09/2025,"₹8,00,000",Albion
75364,UCO Bank,"Kanyakumari, Tamil Nadu",07/09/2025,"₹43,20,000",Albion
75324,Canara Bank,"Kanchipuram, Tamil Nadu",07/09/2025,"₹1,25,00,000",Albion
75166,Punjab National Bank,"Ranchi, Jharkhand",07/09/2025,"₹40,40,730",Albion
75154,City Union Bank,"Vellore, Tamil Nadu",07/09/2025,"₹1,11,00,000",Albion
74887,Punjab National Bank,"Chengalpet, Tamil Nadu",07/09/2025,"₹76,65,000",Albion
75847,Aadhar Housing Finance,"North 24 Parganas, West Bengal",07/09/2025,"₹10,63,652",Albion
75779,Central Bank of India,"Kanyakumari, Tamil Nadu",07/09/2025,"₹10,80,000",Albion
75777,Central Bank of India,"Kanyakumari, Tamil Nadu",07/09/2025,"₹21,47,500",Albion
75749,Cholamandalam Investment and Finance Company,"Chittorgarh, Rajasthan",07/09/2025,"₹44,48,000",Albion
75714,Central Bank of India,"Bhawanipur, Kolkata, West Bengal",07/09/2025,"₹1,60,03,500",Albion
74355,UCO Bank,"Kanchipuram, Tamil Nadu",07/09/2025,"₹66,79,000",Albion
74361,UCO Bank,"Kanchipuram, Tamil Nadu",07/09/2025,"₹67,33,000",Albion
74363,UCO Bank,"Kanchipuram, Tamil Nadu",07/09/2025,"₹63,86,000",Albion
73332,Omkara Assets Reconstruction,"Gandhinagar, Gujarat",06/09/2025,"₹1,05,50,000",Albion
73346,Omkara Assets Reconstruction,"Gandhinagar, Gujarat",06/09/2025,"₹1,94,40,000",Albion
73349,Omkara Assets Reconstruction,"Gandhinagar, Gujarat",06/09/2025,"₹3,05,00,000",Albion
75912,ICICI Bank,"Amritsar, Punjab",05/09/2025,"₹12,60,000",Albion
75911,ICICI Bank,"Udham Singh Nagar, Amritsar, Punjab",05/09/2025,"₹20,00,000",Albion
75798,HDFC Bank,"Udaipur, Rajasthan",05/09/2025,"₹1,00,00,000",Albion
75794,HDFC Bank,"Udaipur, Rajasthan",05/09/2025,"₹2,50,00,000",Albion
75792,HDFC Bank,"Udaipur, Rajasthan",05/09/2025,"₹1,70,00,000",Albion
75791,HDFC Bank,"Udaipur, Rajasthan",05/09/2025,"₹4,00,00,000",Albion
75701,ICICI Bank,"North 24 Parganas, West Bengal",05/09/2025,"₹18,20,000",Albion
75702,ICICI Bank,"magura, Kolkata, West Bengal",05/09/2025,"₹35,70,000",Albion
75306,Canara Bank,"Kanchipuram, Tamil Nadu",05/09/2025,"₹12,00,000",Albion
75300,Repco Home Finance,"Theni, Tamil Nadu",04/09/2025,"₹35,25,000",Albion
75723,jana small finance,"Bhilwara, Rajasthan",04/09/2025,"₹4,04,500",Albion
75875,Canara Bank,"North 24 Parganas, West Bengal",04/09/2025,"₹12,00,000",Albion
75876,Canara Bank,"Howrah, West Bengal",04/09/2025,"₹16,00,000",Albion
75877,Canara Bank,"North 24 Parganas, West Bengal",04/09/2025,"₹17,00,000",Albion
75900,Punjab National Bank,"Phool Bagan, Kolkata, West Bengal",04/09/2025,"₹36,13,000",Albion
74940,Canara Bank,"Kanyakumari, Tamil Nadu",04/09/2025,"₹25,50,000",Albion
73367,Indian Bank,"South 24 Parganas, West Bengal",04/09/2025,"₹53,46,000",Albion
71567,Canara Bank,"Sankrail, Howrah, West Bengal",04/09/2025,"₹16,00,000",Albion
71569,Canara Bank,"barasat, North 24 Parganas, West Bengal",04/09/2025,"₹8,00,000",Albion
71570,Canara Bank,"Rajarhat, Kolkata, West Bengal",04/09/2025,"₹17,00,000",Albion
66050,Canara Bank,"Barasat, Kolkata, West Bengal",04/09/2025,"₹8,00,000",Albion
66051,Canara Bank,"Rajarhat, Kolkata, West Bengal",04/09/2025,"₹17,00,000",Albion
69744,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹49,29,000",Albion
6579,Indian Overseas Bank,"Tiruvallur, Tamil Nadu",03/09/2025,"₹68,40,000",Albion
12416,Indian Overseas Bank,"Kancheepuram, Tamil Nadu",03/09/2025,"₹30,69,000",Albion
34176,IDBI Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹68,00,000",Albion
74889,Indian Overseas Bank,"Chennai, Tamil Nadu",03/09/2025,"₹38,95,000",Albion
74890,Indian Overseas Bank,"Tiruvallur, Tamil Nadu",03/09/2025,"₹26,02,000",Albion
74892,Indian Overseas Bank,"Chennai, Tamil Nadu",03/09/2025,"₹58,51,000",Albion
74894,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹54,15,000",Albion
74895,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹58,90,000",Albion
74897,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹39,30,000",Albion
74921,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹44,22,000",Albion
74924,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹45,18,000",Albion
75083,Indian Overseas Bank,"Tiruvallur, Tamil Nadu",03/09/2025,"₹80,25,000",Albion
75111,SMFG India Home Finance,"Kota, Rajasthan",03/09/2025,"₹97,00,000",Albion
75287,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹1,08,30,000",Albion
75290,Indian Overseas Bank,"Chennai, Tamil Nadu",03/09/2025,"₹1,26,35,000",Albion
75291,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹45,89,000",Albion
75293,Indian Overseas Bank,"Chengalpet, Tamil Nadu",03/09/2025,"₹98,90,000",Albion
75327,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹48,86,000",Albion
75329,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹86,45,000",Albion
75331,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹96,90,000",Albion
75335,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹26,65,000",Albion
75336,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹30,54,000",Albion
75337,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹40,85,000",Albion
75340,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹38,00,000",Albion
75342,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹57,62,000",Albion
75344,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹47,99,000",Albion
75345,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹53,20,000",Albion
75348,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹81,51,000",Albion
75351,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹48,45,000",Albion
75352,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹38,00,000",Albion
75355,Indian Overseas Bank,"Kanchipuram, Tamil Nadu",03/09/2025,"₹78,85,000",Albion
75382,Indian Bank,"Namakkal, Tamil Nadu",03/09/2025,"₹1,34,91,000",Albion
75386,Indian Overseas Bank,"Tiruvallur, Tamil Nadu",03/09/2025,"₹59,85,000",Albion
75695,Canara Bank,"Murshidabad, West Bengal",03/09/2025,"₹4,23,00,000",Albion
75703,Canara Bank,"Birbhum, Kolkata, West Bengal",03/09/2025,"₹34,16,000",Albion
75710,Canara Bank,"DumDum, Kolkata, West Bengal",03/09/2025,"₹26,50,000",Albion
75719,Canara Bank,"Paschim Medinipur, West Bengal",03/09/2025,"₹45,33,000",Albion
75793,IDBI Bank,"Tiruvallur, Tamil Nadu",03/09/2025,"₹2,55,50,000",Albion
74778,Tata Capital Housing Finance,"Tirupur, Tamil Nadu",03/09/2025,"₹7,87,45,590",Albion
74780,Tata Capital Housing Finance,"Tirupur, Tamil Nadu",03/09/2025,"₹4,31,97,580",Albion
73002,Canara Bank,"North 24 Parganas, West Bengal",03/09/2025,"₹31,07,000",Albion
73006,Canara Bank,"Dum Dum, Kolkata, West Bengal",03/09/2025,"₹12,00,000",Albion
73007,Canara Bank,"Behala, Kolkata, West Bengal",03/09/2025,"₹33,87,000",Albion
73008,Canara Bank,"Birbhum, West Bengal",03/09/2025,"₹65,00,000",Albion
73010,Canara Bank,"South 24 Parganas, West Bengal",03/09/2025,"₹64,50,000",Albion
73014,Canara Bank,"Behala, Kolkata, West Bengal",03/09/2025,"₹34,20,000",Albion
73015,Canara Bank,"South 24 Parganas, West Bengal",03/09/2025,"₹10,80,000",Albion
73018,Canara Bank,"North 24 Parganas, West Bengal",03/09/2025,"₹31,07,000",Albion
73306,Canara Bank,"North 24 Parganas, West Bengal",03/09/2025,"₹2,07,00,000",Albion
73366,Canara Bank,"North 24 Parganas, West Bengal",03/09/2025,"₹56,25,000",Albion
73368,Canara Bank,"Murshidabad, West Bengal",03/09/2025,"₹29,00,000",Albion
73650,City Union Bank,"Tirunelveli, Tamil Nadu",03/09/2025,"₹1,23,00,000",Albion
72475,Canara Bank,"Raghunathpur, Kolkata, West Bengal",03/09/2025,"₹56,50,000",Albion
74390,HDB Financial Service,"Tiruvallur, Tamil Nadu",02/09/2025,"₹2,30,31,000",Albion
71660,Repco Home Finance,"Tiruchirappalli, Tamil Nadu",02/09/2025,"₹50,00,000",Albion
73378,Asset Reconstruction Company India Ltd,"Purba, Kolkata, West Bengal",02/09/2025,"₹28,05,000",Albion
73685,Au small finance bank,"Junagadh, Gujarat",02/09/2025,"₹3,50,000",Albion
73801,Repco Home Finance,"Tiruvannamalai, Tamil Nadu",02/09/2025,"₹21,62,000",Albion
73971,Au small finance bank,"Surat, Gujarat",02/09/2025,"₹7,20,000",Albion
73992,Au small finance bank,"Surat, Gujarat",02/09/2025,"₹5,25,000",Albion
53614,Debts Recovery Tribunal,"Amreli, Gujarat",02/09/2025,"₹2,53,00,000",Albion
17711,Cholamandalam Investment and Finance Company,"Pudukkottai, Tamil Nadu",02/09/2025,"₹35,49,550",Albion
75685,Asset Reconstruction Company India Ltd,"Jadavpur, Kolkata, West Bengal",02/09/2025,"₹28,05,000",Albion
75059,Aadhar Housing Finance,"Rajsamand, Rajasthan",02/09/2025,"₹10,58,400",Albion
75061,Aadhar Housing Finance,"Ajmer, Rajasthan",02/09/2025,"₹6,68,000",Albion
75066,Aadhar Housing Finance,"Ajmer, Rajasthan",02/09/2025,"₹15,00,000",Albion
75080,Cholamandalam Investment and Finance Company,"Jaipur, Rajasthan",02/09/2025,"₹88,86,000",Albion
75088,Cholamandalam Investment and Finance Company,"Jaipur, Rajasthan",02/09/2025,"₹15,36,600",Albion
75143,Cholamandalam Investment and Finance Company,"Jaipur, Rajasthan",02/09/2025,"₹33,34,250",Albion
75246,HDFC Bank,"Beguru Hobli, Bangalore Urba, Karnataka",02/09/2025,"₹47,00,000",Albion
75383,axis finance,"Surat, Gujarat",02/09/2025,"₹1,44,72,000",Albion
75389,axis finance,"Surat, Gujarat",02/09/2025,"₹3,03,58,350",Albion
75589,Au small finance bank,"Kheda, Gujarat",02/09/2025,"₹21,20,000",Albion
75593,Au small finance bank,"Pata, Gujarat",02/09/2025,"₹23,00,000",Albion
75224,HDFC Bank,"Chennai, Tamil Nadu",01/09/2025,"₹30,00,000",Albion
75227,HDFC Bank,"Kanchipuram, Tamil Nadu",01/09/2025,"₹28,00,000",Albion
75230,HDFC Bank,"Kanchipuram, Tamil Nadu",01/09/2025,"₹17,00,000",Albion
75232,HDFC Bank,"Tiruvallur, Tamil Nadu",01/09/2025,"₹27,00,000",Albion
75302,HDFC Bank,"Kanchipuram, Tamil Nadu",01/09/2025,"₹28,00,000",Albion
75361,Aadhar Housing Finance,"Surat, Gujarat",01/09/2025,"₹2,16,000",Albion
75520,Truhome Finance Limited,"Gadag, Karnataka",01/09/2025,"₹32,90,100",Albion
75635,IKF finance,"Surat, Gujarat",01/09/2025,"₹22,00,000",Albion
75637,IKF finance,"Surat, Gujarat",01/09/2025,"₹25,00,000",Albion
75664,Canara Bank,"North 24 Parganas, West Bengal",01/09/2025,"₹9,00,000",Albion
75665,Canara Bank,"North 24 Parganas, West Bengal",01/09/2025,"₹10,00,000",Albion
75089,HDFC Bank,"Tiruvallur, Tamil Nadu",01/09/2025,"₹46,00,000",Albion
75092,HDFC Bank,"Tiruvallur, Tamil Nadu",01/09/2025,"₹36,00,000",Albion
75123,HDFC Bank,"Tiruvallur, Tamil Nadu",01/09/2025,"₹20,00,000",Albion
73873,Aadhar Housing Finance,"Surat, Gujarat",01/09/2025,"₹8,80,200",Albion
74308,Aditya Birla Housing Finance,"Coimbatore, Tamil Nadu",01/09/2025,"₹28,12,320",Albion
74336,HDFC Bank,"Jaipur, Rajasthan",01/09/2025,"₹10,60,000",Albion
74337,HDFC Bank,"Ajmer, Rajasthan",01/09/2025,"₹16,62,000",Albion
73388,Aditya Birla Housing Finance,"South 24 Parganas, West Bengal",01/09/2025,"₹2,91,40,000",Albion
73389,Aditya Birla Housing Finance,"Netaji Nagar, Kolkata, West Bengal",01/09/2025,"₹29,60,000",Albion
73390,Aditya Birla Housing Finance,"South 24 Parganas, West Bengal",01/09/2025,"₹85,41,360",Albion
73489,Bank Of Baroda,"Bandipur, Kolkata, West Bengal",01/09/2025,"₹13,90,000",Albion
73751,Aadhar Housing Finance,"Sivaganga, Tamil Nadu",01/09/2025,"₹9,34,400",Albion
73761,Aadhar Housing Finance,"Theni, Tamil Nadu",01/09/2025,"₹21,20,000",Albion
73000,The Tamil Nadu Industrial Investment Corporation Limited,"Dindigul, Tamil Nadu",01/09/2025,"₹2,88,000",Albion
73005,The Tamil Nadu Industrial Investment Corporation Limited,"Dindigul, Tamil Nadu",01/09/2025,"₹1,03,31,000",Albion
73009,The Tamil Nadu Industrial Investment Corporation Limited,"Dindigul, Tamil Nadu",01/09/2025,"₹54,13,000",Albion
46142,HDFC Bank,"Banswara, Rajasthan",01/09/2025,"₹5,32,000",Albion
32907,Federal Bank,"Tiruvallur, Tamil Nadu",01/09/2025,"₹2,29,00,000",Albion
49263,Muthoot Fincorp,"Namakkal, Tamil Nadu",31/08/2025,"₹29,00,000",Albion
74943,Debts Recovery Tribunal,"Kanyakumari, Tamil Nadu",31/08/2025,"₹13,50,000",Albion
75152,Federal Bank,"Anekal, Karnataka",31/08/2025,"₹28,50,000",Albion
75155,Federal Bank,"Anekal, Karnataka",31/08/2025,"₹26,00,000",Albion
75903,ICICI Bank,"Bowbazar, Kolkata, West Bengal",31/08/2025,"₹75,70,000",Albion
71127,Yes Bank,"Bhilwara, Rajasthan",31/08/2025,"₹60,46,000",Albion
71321,Yes Bank,"Tital Nagar Yozna, Bhilwara, Rajasthan",31/08/2025,"₹60,46,000",Albion
75608,Aavas Financiers,"Surat, Gujarat",30/08/2025,"₹7,21,440",Albion
75631,Aavas Financiers,"Rajkot, Gujarat",30/08/2025,"₹13,43,300",Albion
74809,Canara Bank,"Cuddalore, Tamil Nadu",30/08/2025,"₹25,24,000",Albion
74937,Canara Bank,"Kanyakumari, Tamil Nadu",30/08/2025,"₹35,18,000",Albion
75120,Canara Bank,"Coimbatore, Tamil Nadu",30/08/2025,"₹16,55,000",Albion
75149,Aavas Financiers,"Jaipur, Rajasthan",30/08/2025,"₹4,86,709",Albion
75200,Canara Bank,"Coimbatore, Tamil Nadu",30/08/2025,"₹24,60,000",Albion
75202,Canara Bank,"Coimbatore, Tamil Nadu",30/08/2025,"₹32,56,000",Albion
75208,Canara Bank,"Coimbatore, Tamil Nadu",30/08/2025,"₹32,94,000",Albion
74805,State Bank of India,"Chennai, Tamil Nadu",29/08/2025,"₹86,40,000",Albion
74813,State Bank of India,"Chennai, Tamil Nadu",29/08/2025,"₹65,70,000",Albion
74824,State Bank of India,"Tiruvallur, Tamil Nadu",29/08/2025,"₹47,76,000",Albion
74830,State Bank of India,"Kanchipuram, Tamil Nadu",29/08/2025,"₹95,04,000",Albion
74838,State Bank of India,"Tiruvallur, Tamil Nadu",29/08/2025,"₹29,92,220",Albion
74843,State Bank of India,"Kanchipuram, Tamil Nadu",29/08/2025,"₹39,40,000",Albion
74901,Griham Housing Finance,"Theni, Tamil Nadu",29/08/2025,"₹13,27,299",Albion
74902,Griham Housing Finance,"Theni, Tamil Nadu",29/08/2025,"₹19,45,860",Albion
74903,Griham Housing Finance,"Theni, Tamil Nadu",29/08/2025,"₹13,74,089",Albion
74909,State Bank of India,"Kanchipuram, Tamil Nadu",29/08/2025,"₹44,80,000",Albion
74911,State Bank of India,"Kanchipuram, Tamil Nadu",29/08/2025,"₹58,37,400",Albion
74912,State Bank of India,"Kanchipuram, Tamil Nadu",29/08/2025,"₹48,88,800",Albion
